status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,impact_score,page_id,Source type,auckland ,council ,mayor ,goff,councillor,local board ,tier1
1499637530318612_1918798058402555,Doing my bit to save ratepayers forking out on Council lunches ...,Timeline Photos,photo,https://www.facebook.com/gregsayersnz/photos/a.1499645970317768.1073741829.1499637530318612/1918798058402555/?type=3,42907.87425,35,2,2,34,0,0,1,0,0,111,1.49964E+15,Influencer,0,1,0,0,0,0,1
1499637530318612_1915982748684086,In attendanve at the Rodney Local Board meeting this week together  with the Deputy Mayor Bill Cashmore.,Timeline Photos,photo,https://www.facebook.com/gregsayersnz/photos/a.1499645970317768.1073741829.1499637530318612/1915982748684086/?type=3,42902.61354,0,0,0,0,0,0,0,0,0,0,1.49964E+15,Influencer,0,0,1,0,0,1,1
1499637530318612_1913841882231506,Rodney hotels and motels safe after controversial pillow fight between Cr Sayers and Mayor Goff.,Local Matters - Rodney hotels safe from pillow tax,link,http://www.localmatters.co.nz/news/14553-rodney-hotels-safe-from-pillow-tax.html,42899.16834,9,3,21,9,0,0,0,0,0,54,1.49964E+15,Influencer,0,0,1,1,0,0,1
1499637530318612_1913561788926182,At the Wellsford library with the Rodney Local Board to listen to public feedback about what locals want Auckland Council to concentrate on over the next 12 months. It was great to see some familiar faces and to catch up with people.,Beth Houlbrooke Rodney Local Board Chair,photo,https://www.facebook.com/BethHoulbrookeforLocalBoardWarkworth/photos/a.557090851083107.1073741838.361483003977227/1242615685863950/?type=3,42898.65722,0,0,0,0,0,0,0,0,0,0,1.49964E+15,Influencer,1,1,0,0,0,1,1
1499637530318612_1901714666777561,"The norwest Rodney community showed solidarity.  Supporting a family violence free northwest Auckland through this awareness walk and fundraiser. 

Together we walked the 15 kilometre stretch of Muriwai Beach from Rimmers Road access (near Helensville), to the main Muriwai township. Family violence ""It's Not OK!""

 Turning the Tide Walk 2017 #TuringTheTideWalk

*Wishing to acknowledge Victoria Logan @ Stellanova photography for her wonderful pictures.",Photos from Greg Sayers's post,photo,https://www.facebook.com/gregsayersnz/photos/a.1499645970317768.1073741829.1499637530318612/1901713603444334/?type=3,42877.08253,16,3,11,14,2,0,0,0,0,65,1.49964E+15,Influencer,1,0,0,0,0,0,1
1499637530318612_1900143100268051,Herald news article: Ngati Whatua Orakei has long harboured an ambition to buy back the Port of Auckland land and seabed - says spokesperson  Ngarimu Blair.,Ngati Whatua wants to buy Ports of Auckland - Business - NZ Herald News,link,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=11858198,42873.72904,2,0,0,2,0,0,0,0,0,6,1.49964E+15,Influencer,1,0,0,0,0,0,1
1499637530318612_1895899450692416,"BIG IMPROVEMENTS to bus services are launching on 11 June for the Norwest. A totally revamped new bus network is starting up to give Huapai, Kumeu, Waimauku and Helensville more services (including a Sunday service), more frequent services (including 6 morning and 6 evening Express buses), more direct services (buses will not go via Henderson but straight to the city cutting off 1/2 an hour traveling time), 2 hourly services from Helensville during the day, hourly services from Huapai. MORE SERVICES will be added over the coming years - including Park 'n Rides, Riverhead and other townships etc. .... I'm still working on the rail :-) - Yes and dedicated bus lanes added to the motorway (further away). Fixing the traffic between Kumeu and the motorway is so important to get sooner rather than later.
Want to know more: Pick up new bus timetables from libraries, Council service centres or go online (from 1 June). Also there's an information day at the Kumeu Library on Sat 27 May.
Dear Auckland Transport and NZTA: We still have a traffic problem on the route the bus will have to use along SH16, even with people catching the new buses (which we do gratefully thank you for :-) ).",Timeline Photos,photo,https://www.facebook.com/gregsayersnz/photos/a.1499645970317768.1073741829.1499637530318612/1895899450692416/?type=3,42864.69082,40,13,10,38,1,1,0,0,0,156,1.49964E+15,Influencer,1,1,0,0,0,0,1
150052005051694_1412352078821674,"Time is running out to have your say on our local board plan!
It's easy to have your say on the draft Local Board Plan.  Help us shape our community for our people. www.shapeauckland.co.nz to submit your feedback.
Feedback closes 4pm, Friday 30 June.",Help Shape Upper Harbour,link,http://shapeauckland.co.nz/consultations/draft-upper-harbour-local-board-plan-2017/,42913.05417,7,3,1,7,0,0,0,0,0,28,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1441198202603728,"The Upper Harbour Local Board Community Forum scheduled for Thursday, 6 July, at the Upper Harbour Local Board office has been cancelled due to a lack of numbers.
The next forum will be at the board office on Thursday, 3 August, at 6.30pm.",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1441198202603728/?type=3,42912.81458,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1437402746316607,"Last chance to provide your feedback on our new draft Upper Harbour Local Board Plan!  

Check the video to hear why its important we hear your ideas and feedback.                       

To make your feedback count, use the words ""Local Board Plan Feedback"" in your comments below. 

We also encourage you to go to shapeauckland.co.nz to read the full plan or its summary, and provide a formal submission while you're there.

Feedback closes 4pm, Friday, 30 June.",Upper Harbour Local Board Chair Lisa Whyte talks about draft 2...,video,https://www.facebook.com/upperharbour/videos/1437402746316607/,42908.76913,21,9,6,21,0,0,0,0,0,87,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408931749163707,"Want us to invest in a plan to create a pest-free Upper Harbour?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan. It's easy to have your say  - simply post your thoughts below using the words ""Local Board Plan Feedback"" in your comment. Help us shape our community for our people. www.shapeauckland.co.nz",Shape Auckland,link,http://www.shapeauckland.co.nz/,42907.08889,7,2,1,7,0,0,0,0,0,26,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408921725831376,"Are you interested in helping us to create a more prosperous and sustainable future with suitable infrastructure and services required for our growing population?

Come talk to us about our new draft 2017 Upper Harbour Local Board Plan at our final community meeting:

É?Ω Thursday 22 June, 12.30pm-4.30pm, Upper Harbour Local Board office

Find out more, read the plan and provide feedback at www.shapeauckland.co.nz by 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42906.07361,3,0,0,3,0,0,0,0,0,9,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1434494739940741,"Come and have an informal chat with your elected members at the local board office this Thursday from 12.30 to 4.30pm and let them know what is important to you. We are developing a Local Board Plan which reflects our community's priorities/preferences and guides strategies for the entire Auckland region. Many of the great things happening in our area are a direct result of ideas we have received from our community in the past, so we are very keen to hear from you!",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1434494739940741/?type=3,42905.67987,1,1,5,0,1,0,0,0,0,10,1.50052E+14,Local,1,0,0,0,0,1,1
150052005051694_1408933335830215,"How important is it to you that we work with Auckland Transport to achieve a more affordable and reliable public transport network in the Upper Harbour area?

We'd like to hear if you support this idea along with other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42905.09028,1,0,0,1,0,0,0,0,0,3,1.50052E+14,Local,1,0,0,0,0,1,1
150052005051694_1408934755830073,"Do you think we should work with Auckland Transport to increase parking capacity at Albany bus station? 

We'd like to hear if you support this idea along with other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42901.00903,114,58,4,114,0,0,0,0,0,462,1.50052E+14,Local,1,0,0,0,0,1,1
150052005051694_1408931179163764,"Do you think we should invest in a plan to create a pest-free Upper Harbour?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.
You can also post your feeback below, simply use the phrase 'local board plan feedback"" in your comment.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42899.00486,32,11,4,29,2,0,0,0,0,122,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1426815717375310,"The Upper Harbour Local Board is holding their monthly meeting this Thursday 15th June at 9.30am.  See below for details of what's on the agenda:
http://infocouncil.aucklandcouncil.govt.nz/Open/2017/06/UH_20170615_AGN_7146_AT_WEB.htm",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1426815717375310/?type=3,42897.93678,0,1,1,0,0,0,0,0,0,3,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1423690801021135,"As a young person, now's the chance to have a voice and help shape the future of your community.You can submit your feedback to our Facebook page, simply use the phrase ""Local Board Plan Feedback"" in your comment, or visit www.shapeauckland.co.nz by 30 June.",,video,https://www.facebook.com/upperharbour/videos/1423690801021135/,42894.77558,4,0,2,4,0,0,0,0,0,14,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408920409164841,"Are you interested in helping us to create a more prosperous and sustainable future with suitable infrastructure and services required for our growing population?

Come talk to us about our new draft 2017 Upper Harbour Local Board Plan at one of the following: 

É?Ω Sunday 11 June, 9am-1pm, Hobsonville Point Farmers Market
É?Ω Thursday 15 June, 3pm-7pm, Westfield Albany Mall outside Kmart
É?Ω Thursday 22 June, 12.30pm-4.30pm, Upper Harbour Local Board office

Find out more, read the plan and provide feedback at www.shapeauckland.co.nz by 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42893.9875,1,1,3,1,0,0,0,0,0,8,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408928312497384,"How important is it to you that we continue to improve the quality of our waterways in Upper Harbour through targeted restoration and conservation efforts?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42889.08403,4,1,2,4,0,0,0,0,0,16,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408929042497311,"Do you support attracting more businesses and investment to Upper Harbour to increase economic growth and provide more employment options closer to home?

We'd like to hear if you support this along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42887.54306,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408927595830789,"Do you like the idea of us promoting Upper Harbour as a major sports and recreational precinct?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42884.99931,1,0,0,1,0,0,0,0,0,3,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408934209163461,"Do you think we should work with Auckland Transport to increase parking capacity at Albany bus station? 

We'd like to hear if you support this idea along with other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42884.59167,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,1,0,0,0,0,1,1
150052005051694_1408925709164311,"How important is it to you that we continue to improve the quality of our waterways in Upper Harbour through targeted restoration and conservation efforts?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42883.03889,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408924739164408,"Do you like the idea of us promoting Upper Harbour as a major sports and recreational precinct?

We'd like to hear if you support this idea along with many other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42881.62083,1,0,0,1,0,0,0,0,0,3,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1408933575830191,"How important is it to you that we work with Auckland Transport to achieve a more affordable and reliable public transport network in the Upper Harbour area?

We'd like to hear if you support this idea along with other proposed initiatives outlined in our new draft 2017 Upper Harbour Local Board Plan at www.shapeauckland.co.nz before 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42880.59097,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,1,0,0,0,0,1,1
150052005051694_1408919852498230,"Are you interested in helping us to create a more prosperous and sustainable future with suitable infrastructure and services required for our growing population?

Come talk to us about our new draft 2017 Upper Harbour Local Board Plan at one of the following:   
É?Ω Saturday 27 May, 9am-1pm, Hobsonville Point Farmers Market
É?Ω Sunday 11 June, 9am-1pm, Hobsonville Point Farmers Market
É?Ω Thursday 15 June, 3pm-7pm, Westfield Albany Mall outside Kmart
É?Ω Thursday 22 June, 12.30pm-4.30pm, Upper Harbour Local Board office

Find out more, read the plan and provide feedback at www.shapeauckland.co.nz by 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42880.06292,0,0,1,0,0,0,0,0,0,1,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1407784915945057,"We need your help - help to create the best community plan in all of Auckland. One that makes living in our local board area as good as it can be for as many of us as possible.

You will (if you haven't already) soon receive a household summary version of our new draft 2017 Upper Harbour Local Board Plan in your letterbox. It will be a document featuring these kids in Greenhithe learning to Kayak on the cover.

Please take the time to read over it, and the below story, and provide us your thoughts and feedback by 4pm, 30 June.",Help shape the future of your local area,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/05/help-shape-the-future-of-your-local-area/,42878.65823,0,0,2,0,0,0,0,0,0,2,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1406237412766474,"For an opportunity to let leaders know what you want in your neighbourhood, meet the Upper Harbour Local Board members at the Hobsonville Point markets, this Saturday 27th May from 9am - 1pm. Have Your Say.
http://www.shapeauckland.co.nz/consultations/draft-local-board-plans-2017/",About the consultation,link,http://www.shapeauckland.co.nz/consultations/draft-local-board-plans-2017/,42876.88953,0,0,1,0,0,0,0,0,0,1,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1406148356108713,"For the Minutes of the latest Upper Harbour Local Board meeting held on Thursday 18 May, please click on the link below:
http://infocouncil.aucklandcouncil.govt.nz/Open/2017/05/UH_20170518_AGN_7145_AT_WEB.htm",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1406148356108713/?type=3,42876.76792,1,0,1,1,0,0,0,0,0,4,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1400323430024539,"We want your feedback on Easter Sunday trading in Auckland

Auckland Council wants to know what people that live and work in the Auckland region think about changing shop trading rules to allow more businesses to open on Easter Sunday. 

A recent law change means Auckland Council can decide whether to allow more shops to open on Easter Sunday. 

The council's Governing Body has decided to ask Aucklanders whether they want the council to leave things as they are or create a policy to allow more shops to open. 

Currently, only some shops, like service stations, dairies, pharmacies and food outlets, are allowed to open on Easter Sunday. Supermarkets and general retailers must remain closed. 

Visit shapeauckland.co.nz to have your say. Feedback closes at 4pm on Sunday 11 June.",About,link,http://shapeauckland.co.nz/consultations/easter-sunday-trading-tell-us-what-you-think/,42870.7492,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,1,1,0,0,0,0,1
150052005051694_1361262207263995,"Come to a free workshop in Albany on how to build your own compost bin on a low budget.  Saturday 20th May 10-2pm. Confirmed participants will receive a $40.00 discount toward purchase of a composting system that can be redeemed online.  This course is proudly supported by Auckland Council and delivered by the Compost Collective.  To be held at Albany House, 575 Albany Hwy, Albany.  Book Here : https://compostcollective.org.nz/events/diy-pallet-compost-bin-event-albany-house/",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1361262207263995/?type=3,42870.06111,4,1,4,4,0,0,0,0,0,18,1.50052E+14,Local,1,1,0,0,0,0,1
150052005051694_1399351686788380,"Click the link below for the Upper Harbour Local Board agenda for Thursday 18 April 2017 at 9.30am. Please note the meeting is to be held at The Finish Line, AUT Millennium Institute, Antares Place, Mairangi Bay.
http://infocouncil.aucklandcouncil.govt.nz/Open/2017/05/UH_20170518_AGN_7145_AT_WEB.htm",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1399351686788380/?type=3,42869.65076,0,0,0,0,0,0,0,0,0,0,1.50052E+14,Local,0,0,0,0,0,1,1
150052005051694_1393266377396911,"Please note change of venue for the Upper Harbour Local Board business meeting on 18 May.  This is to be held at The Finish Line, AUT Millennium, Antares Place, Mairangi Bay, at 9.30am.  A link to the agenda will be published later this week.",Timeline Photos,photo,https://www.facebook.com/upperharbour/photos/a.371137749609784.84288.150052005051694/1393266377396911/?type=3,42862.77608,0,0,2,0,0,0,0,0,0,2,1.50052E+14,Local,0,0,0,0,0,1,1
150527431671944_1455587624499245,Our volunteers deliver many projects that care for and help protect what makes our coast and the bays special. Give feedback on this and our other environmental proposals in our local board plan by 30 June. Go to www.shapeauckland.co.nz or post a comment with words 'local board plan feedback'. Do it now.,,video,https://www.facebook.com/hibiscusandbays/videos/1455587624499245/,42912.11458,8,1,0,8,0,0,0,0,0,26,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1452948524763155,"One week left to have your say! 
Now's the time to be heard. Whether you care about local community events, parks and playgrounds, or a town centre to be proud of, we want to hear from you.
Visit www.shapeauckland.co.nz to submit your feedback, or share your thoughts below, including the phrase ""Local Board Plan Feedback"" in your post. Submissions close Friday 30 June.",Shape Auckland,link,http://www.shapeauckland.co.nz/,42908.84091,12,0,7,12,0,0,0,0,0,43,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1451892944868713,"Still time to tell us if we've got it right. Your local board members want your views on the local board plan before 30 June. Fill in a short survey at http://shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/ or use the words ""Local Board Plan feedback"" in your post or private message",What matters most in Hibiscus and Bays?,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/what-matters-most-in-hibiscus-and-bays/,42908.13542,2,0,5,2,0,0,0,0,0,11,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1440801215977886,"What do you think about supporting youth to have a voice and to have opportunities to learn, develop and become leaders? Visit www.shapeauckland.co.nz to give feedback on this and other proposals in our local board plan or submit your feedback via our Facebook page and include the words 'Local Board Plan feedback'.",Timeline Photos,photo,https://www.facebook.com/hibiscusandbays/photos/a.179198545471499.45256.150527431671944/1440801215977886/?type=3,42901.14583,48,3,2,47,1,0,0,0,0,152,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1440781855979822,"As a young person, now's the chance to have a voice and help shape the future of your community. You can give feedback direct to our Facebook page, simply use the phrase ""Local Board Plan feedback"" in your comment or visit www.shapeauckland.co.nz by 30 June.",,video,https://www.facebook.com/hibiscusandbays/videos/1440781855979822/,42898.14792,10,0,3,9,1,0,0,0,0,33,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1434429043281770,"Did you know we have 155km of coastline and 314 parks/reserves in our local board area .We want parks and reserves that are well maintained and suitable for all types of recreation with seats to rest on, equipment for play and shade to offer protection from the sun. If you agree, give us your feedback on the draft Hibiscus and Bays Local Board Plan. www.shapeauckland or post a comment below, using the phrase 'local board plan feedback'",,video,https://www.facebook.com/hibiscusandbays/videos/1434429043281770/,42893.13958,32,0,6,28,4,0,0,0,0,102,1.50527E+14,Local,1,0,0,0,0,1,1
150527431671944_1434553463269328,Come and speak to your local board members about your submission or feedback on the local board plan next Wednesday in Browns Bay. Help us shape the future in the bays and on the coast.,Draft Local Board Plan - hearing style event,event,https://www.facebook.com/events/468205043517632/,42893.00694,1,0,0,0,1,0,0,0,0,3,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1426590007399007,"Share your views on excellent transport choices for connected communities. To do this your local board will advocate for an earlier construction date for Penlink, for an East Coast Road extension to Curley Avenue and aligning East Coast Road at Glenvar and Lonely Track roads. Developing and improving walking and cycling routes and advocating for more transport options. Do you agree, disagree, have your say at shapeauckland.",Help Shape Hibiscus and Bays,link,http://shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/,42887.13056,1,0,0,0,1,0,0,0,0,3,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1426540054070669,"Come to our community forum on the local board plan. Here's your chance to shape the future in the bays and on the coast. Tell us what you like in the plan and if it's right for your community. Growth, congestion, working closer to home, shopping locally, family-friendly parks are all included all in the plan.  Your board members want to hear from you and give feedback at http://shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/",Hibiscus and Bays Community Forum,event,https://www.facebook.com/events/1781719582139196/,42886.12986,6,1,0,6,0,0,0,0,0,20,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1422001637857844,"Give your feedback on the Hibiscus and Bays Local Board Plan at Shapeauckland http://www.shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/ or direct to our Facebook page, use the phrase 'Local Board Plan feedback' in your comment.",,video,https://www.facebook.com/hibiscusandbays/videos/1422001637857844/,42881.97917,3,0,1,3,0,0,0,0,0,10,1.50527E+14,Local,1,0,0,0,0,1,1
150527431671944_1420988114625863,"What do you think about a strong local economy? What about residents having access to local employment? What are your thoughts on our town centres? Give your feedback on this local board plan outcome at shapeauckland  (link below) or direct to our Facebook page, use the phrase 'Local Board Plan feedback' in your comment.",Help Shape Hibiscus and Bays,link,http://shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/,42880.125,2,1,2,2,0,0,0,0,0,10,1.50527E+14,Local,1,0,0,0,0,1,1
150527431671944_1418489584875716,"Have your say on the Hibiscus and Bays Local Board Plan. The plan includes community priorities and preferences and grapples with the pressure growth is placing on our area's infrastructure. Have your say by clicking on the link below  and tell us if we have got it right. 
If you are unsure if you live in the Hibiscus and Bays Local Board area, enter your address here  http://www.aucklandcouncil.govt.nz/EN/AboutCouncil/representativesbodies/LocalBoards/Pages/Findyourwardandlocalboard.aspx. #LocalBoardPlan",Help Shape Hibiscus and Bays,link,http://www.shapeauckland.co.nz/consultations/draft-hibiscus-and-bays-local-board-plan-2017/,42876.79028,1,0,2,1,0,0,0,0,0,5,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1415948151796526,Consultation on our draft local board plan opens on Monday.....,Timeline Photos,photo,https://www.facebook.com/hibiscusandbays/photos/a.179198545471499.45256.150527431671944/1415948151796526/?type=3,42874.09444,4,1,0,4,0,0,0,0,0,14,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1409913192400022,"We are inviting people aged between 16 - 24 years and those aged 65 years and over, who live in the Hibiscus and Bays local board area, to take part in this interactive event to share views on the future of our community. Register today : https://goo.gl/forms/uxwkmLbIN2OUDn2w2",Intergenerational Forum,event,https://www.facebook.com/events/322303561521981/,42866.67414,13,0,0,13,0,0,0,0,0,39,1.50527E+14,Local,0,0,0,0,0,1,1
150527431671944_1403849809673027,"FLASH BACK FRIDAY - this week it's camping at Waiwera, in the 1930's. Photo from Sir George Grey special collections, Auckland Libraries AWNS-1939011104302",Timeline Photos,photo,https://www.facebook.com/hibiscusandbays/photos/a.179198545471499.45256.150527431671944/1403849809673027/?type=3,42859.89896,2,0,1,2,0,0,0,0,0,7,1.50527E+14,Local,1,0,0,0,0,0,1
150683774979628_1378461795535147,Blooming marvellous! Auckland Botanic Gardens has been awarded a sustainable tourism business award. bit.ly/2tmuYcN,Blooming marvellous!,video,https://www.facebook.com/aklcouncil/videos/1378461795535147/,42913.95824,60,0,8,58,2,0,0,0,0,188,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1377184228996237,Auckland Conversations: The Future of Our Oceans - Continuing Sir Peter Blake's Environmental Legacy | 5 July with The Sir Peter Blake Trust.,Register now to join the conversation,link,http://ourauckland.aucklandcouncil.govt.nz/articles/events/2017/07/auckland-conversations-the-future-of-our-oceans-continuing-sir-peter-blakes-environmental-legacy/,42912.82701,31,3,7,27,4,0,0,0,0,106,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1377094095671917,Give unwanted curtains a second life and help to keep Auckland families warm this winter.,Call for curtains,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/call-for-curtains/,42912.7501,52,2,30,51,1,0,0,0,0,190,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1377011772346816,Auckland homecoming parade for Emirates Team New Zealand! More to come http://bit.ly/2tfdtLi,What's on in Auckland,photo,https://www.facebook.com/WhatsOnInAKL/photos/a.290727211136007.1073741829.275979285944133/615741428634582/?type=3,42912.68708,215,7,0,194,19,1,1,0,0,659,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1376980885683238,Carved ancestral guardians have returned to Auckland Domain.,Carved ancestral guardians of Pukekaroa return,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/carved-ancestral-guardians-of-pukekaroa-return/,42912.66678,40,1,2,34,5,1,0,0,0,124,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1375094812538512,Take a look inside the Waterview Tunnel with this drone fly-through. NZ Transport Agency - Auckland & Northland,The Waterview Tunnel is opening soon,video,https://www.youtube.com/watch?v=pjCOY0z7nDM&feature=youtu.be,42910.94932,106,18,27,96,4,5,1,0,0,381,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1374837479230912,"Meet Zoe, she's a very good dog and an important part of the Auckland Biodiversity team.",New grad to sniff out pests,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/new-grad-to-sniff-out-pests/,42910.67709,29,0,5,26,3,0,0,0,0,92,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1373858962662097,"Planning a day trip? Explore Auckland by bus, train or ferry.",A day out in Auckland for cost of a public transport fare,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/a-day-out-in-auckland-for-cost-of-a-public-transport-fare/,42909.60421,32,1,7,29,2,1,0,0,0,105,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1372819969432663,"Flashback Friday: Mission Bay, then and now. bit.ly/2tyQBTX

–??˙ Sir George Grey Special Collections, Auckland Libraries",,video,https://www.facebook.com/aklcouncil/videos/1372819969432663/,42908.70596,24,1,1,22,2,0,0,0,0,75,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1372105936170733,There's only one week left to have your say on the draft Local Board plans http://bit.ly/2smTudt,Local Board Plans,video,https://www.facebook.com/aklcouncil/videos/1372105936170733/,42908.61389,9,0,4,9,0,0,0,0,0,31,1.50684E+14,Council,0,0,0,0,0,1,1
150683774979628_1366676783380315,Apply now to be a stallholder or performer at the 2017 Auckland Diwali Festival.,Be part of the 2017 Auckland Diwali Festival,link,http://ourauckland.aucklandcouncil.govt.nz/articles/news/2017/06/be-part-of-the-2017-auckland-diwali-festival/,42904.98959,10,0,0,10,0,0,0,0,0,30,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1356897314358262,"Good morning, Auckland! Rainbow over Te Pane o Mataoho | Mangere Mountain –??? –??˙ @vanessarehmÉˇ?
.Éˇ?
.Éˇ?
.Éˇ?
#rainbow #mangere #maunga #mountain #auckland #ourakl #tamakimakaurau #southauckland #nz #aotearoa",Instagram Photos,photo,https://www.facebook.com/aklcouncil/photos/a.1354823294565664.1073741873.150683774979628/1356897314358262/?type=3,42896.66711,223,9,17,194,18,7,0,0,0,704,1.50684E+14,Council,1,0,0,0,0,0,1
150683774979628_1355099281204732,Goliath stick insects at Auckland Zoo.,Auckland Zoo,video,https://www.facebook.com/AKLZOONZ/videos/10154689438901984/,42894.94115,11,0,0,10,1,0,0,0,0,33,1.50684E+14,Council,1,0,0,0,0,0,1
